ID,Year_Birth,Education,Marital_Status,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,Age,Total_Spending,Total_Purchases,Total_Campaign_Responses,Customer_Segment,Income_Clean,Campaign_Engagement,Age_Group,Preferred_Channel,Total_Children,Household_Segment,Deal_Purchase_Ratio,Deal_Purchase_Rate,Web_Purchase_Visit_Ratio,Recency_Segment,Response_Status
4988,1948,PhD,Married,1,1,2014-05-04,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,Saudi Arabia,34469.0,66.0,62,6,0,Low Value,34469.0,No Response,65+,Store,2,Two or More Children,0.5,50.0,0.25,31-60 Days,Non-Responder
1050,1952,Graduation,Married,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,Germany,28332.0,62.0,65,7,0,Low Value,28332.0,No Response,55-64,Store,0,No Children,0.14285714285714285,14.285714285714285,1.0,31-60 Days,Non-Responder
5610,1965,Graduation,Together,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,India,33456.0,49.0,36,4,0,Low Value,33456.0,No Response,45-54,Store,2,Two or More Children,0.5,50.0,0.14285714285714285,31-60 Days,Non-Responder
3526,1968,PhD,Married,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,Spain,38443.0,46.0,38,4,0,Low Value,38443.0,No Response,45-54,Store,2,Two or More Children,0.5,50.0,0.14285714285714285,31-60 Days,Non-Responder
5136,1973,Graduation,Single,0,1,2014-01-17,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,Canada,65333.0,41.0,798,21,2,Medium Value,65333.0,Medium Engagement,35-44,Web,1,One Child,0.3333333333333333,33.33333333333333,1.5,31-60 Days,Non-Responder
1411,1952,Graduation,Divorced,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,Spain,82623.0,62.0,940,15,0,High Value,82623.0,No Response,55-64,Catalog,0,No Children,0.06666666666666667,6.666666666666667,2.0,31-60 Days,Non-Responder
701,1971,Graduation,Married,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,Spain,73691.0,43.0,1179,16,1,High Value,73691.0,Low Engagement,35-44,Store,1,One Child,0.125,12.5,3.0,31-60 Days,Non-Responder
6203,1947,Graduation,Together,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,Spain,74485.0,67.0,1734,25,0,High Value,74485.0,No Response,65+,Store,0,No Children,0.04,4.0,2.0,31-60 Days,Non-Responder
7192,1955,Graduation,Together,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,Spain,65748.0,59.0,545,16,0,Medium Value,65748.0,No Response,55-64,Store,1,One Child,0.125,12.5,2.0,31-60 Days,Non-Responder
5181,1982,Basic,Single,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,Spain,24367.0,32.0,24,3,0,Low Value,24367.0,No Response,25-34,Store,1,One Child,0.3333333333333333,33.33333333333333,0.1111111111111111,31-60 Days,Non-Responder
9220,1971,Graduation,Single,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,0,Spain,91700.0,43.0,1968,19,0,High Value,91700.0,No Response,35-44,Web,0,No Children,0.05263157894736842,5.263157894736842,2.6666666666666665,31-60 Days,Responder
7734,1993,Graduation,Other,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,1,0,Australia,79244.0,21.0,1216,21,2,High Value,79244.0,Medium Engagement,Under 25,Catalog,0,No Children,0.047619047619047616,4.761904761904762,4.0,31-60 Days,Responder
10446,1957,PhD,Married,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,0,Canada,82017.0,57.0,729,16,3,Medium Value,82017.0,High Engagement,55-64,Store,0,No Children,0.0625,6.25,2.5,31-60 Days,Responder
5524,1957,Graduation,Single,0,0,2012-09-04,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,USA,58138.0,57.0,1617,22,0,High Value,58138.0,No Response,55-64,Catalog,0,No Children,0.13636363636363635,13.636363636363635,1.1428571428571428,31-60 Days,Responder
3830,1953,Master,Married,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,Canada,59354.0,61.0,459,15,0,Medium Value,59354.0,No Response,55-64,Store,2,Two or More Children,0.06666666666666667,6.666666666666667,1.3333333333333333,31-60 Days,Non-Responder
5186,1955,PhD,Married,0,1,2014-03-12,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,Canada,58482.0,59.0,731,20,1,Medium Value,58482.0,Low Engagement,55-64,Store,1,One Child,0.1,10.0,1.1666666666666667,31-60 Days,Non-Responder
8514,1976,Graduation,Together,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,Spain,29478.0,38.0,20,4,0,Low Value,29478.0,No Response,35-44,Store,1,One Child,0.25,25.0,0.16666666666666666,31-60 Days,Non-Responder
7165,1972,Graduation,Together,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,Spain,64474.0,42.0,823,20,0,Medium Value,64474.0,No Response,35-44,Store,1,One Child,0.1,10.0,1.6,31-60 Days,Non-Responder
10236,1975,Master,Single,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,Saudi Arabia,31160.0,39.0,64,5,0,Low Value,31160.0,No Response,35-44,Store,1,One Child,0.4,40.0,0.25,31-60 Days,Non-Responder
2392,1972,Graduation,Married,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,Spain,40321.0,42.0,102,6,0,Low Value,40321.0,No Response,35-44,Web,2,Two or More Children,0.3333333333333333,33.33333333333333,0.42857142857142855,31-60 Days,Non-Responder
1920,1972,Graduation,Married,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,Spain,40321.0,42.0,102,6,0,Low Value,40321.0,No Response,35-44,Web,2,Two or More Children,0.3333333333333333,33.33333333333333,0.42857142857142855,31-60 Days,Non-Responder
3673,1971,Graduation,Single,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,Saudi Arabia,55239.0,43.0,779,23,0,Medium Value,55239.0,No Response,35-44,Store,1,One Child,0.13043478260869565,13.043478260869565,1.4,31-60 Days,Non-Responder
1453,1943,PhD,Widow,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,Spain,57513.0,71.0,1060,25,0,High Value,57513.0,No Response,65+,Store,0,No Children,0.08,8.0,1.5,31-60 Days,Non-Responder
4518,1979,Graduation,Together,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,Canada,85693.0,35.0,1169,25,0,High Value,85693.0,No Response,35-44,Store,1,One Child,0.08,8.0,1.8,31-60 Days,Non-Responder
8969,1977,Graduation,Married,0,1,2013-01-16,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,Saudi Arabia,71855.0,37.0,1141,21,0,High Value,71855.0,No Response,35-44,Store,1,One Child,0.19047619047619047,19.047619047619047,1.6666666666666667,31-60 Days,Non-Responder
387,1976,Basic,Married,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,USA,7500.0,38.0,61,5,0,Low Value,7500.0,No Response,35-44,Store,0,No Children,0.2,20.0,0.25,31-60 Days,Non-Responder
1079,1971,PhD,Married,0,1,2012-10-16,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,India,71969.0,43.0,1086,16,1,High Value,71969.0,Low Engagement,35-44,Store,1,One Child,0.1875,18.75,0.375,31-60 Days,Non-Responder
164,1977,PhD,Married,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,Spain,28973.0,37.0,269,11,0,Medium Value,28973.0,No Response,35-44,Web,0,No Children,0.18181818181818182,18.181818181818183,0.625,31-60 Days,Non-Responder
3434,1951,Graduation,Single,0,0,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,Spain,80872.0,63.0,1336,18,0,High Value,80872.0,No Response,55-64,Store,0,No Children,0.05555555555555555,5.555555555555555,4.0,31-60 Days,Non-Responder
5721,1956,PhD,Married,0,0,2014-05-11,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,0,Canada,84117.0,58.0,1566,23,1,High Value,84117.0,Low Engagement,55-64,Catalog,0,No Children,0.043478260869565216,4.3478260869565215,3.5,31-60 Days,Non-Responder
8418,1958,2n Cycle,Single,1,1,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,Germany,38741.0,56.0,61,5,0,Low Value,38741.0,No Response,55-64,Store,2,Two or More Children,0.4,40.0,0.2857142857142857,31-60 Days,Non-Responder
5300,1973,Master,Married,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,Spain,38961.0,41.0,70,5,0,Low Value,38961.0,No Response,35-44,Web,1,One Child,0.2,20.0,0.2857142857142857,31-60 Days,Non-Responder
10424,1968,Graduation,Single,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,Saudi Arabia,75922.0,46.0,1295,17,0,High Value,75922.0,No Response,45-54,Store,0,No Children,0.058823529411764705,5.88235294117647,4.0,31-60 Days,Non-Responder
11171,1965,Master,Married,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,Australia,56962.0,49.0,411,14,0,Medium Value,56962.0,No Response,45-54,Web,3,Two or More Children,0.5,50.0,0.8571428571428571,31-60 Days,Non-Responder
1600,1965,Master,Married,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,Saudi Arabia,56962.0,49.0,411,14,0,Medium Value,56962.0,No Response,45-54,Web,3,Two or More Children,0.5,50.0,0.8571428571428571,31-60 Days,Non-Responder
7851,1949,Graduation,Widow,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,Spain,70165.0,65.0,926,21,0,High Value,70165.0,No Response,65+,Store,0,No Children,0.047619047619047616,4.761904761904762,3.0,31-60 Days,Non-Responder
10701,1973,Graduation,Married,0,0,2013-09-11,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,USA,65308.0,41.0,1211,27,2,High Value,65308.0,Medium Engagement,35-44,Store,0,No Children,0.037037037037037035,3.7037037037037033,1.75,31-60 Days,Non-Responder
891,1951,Master,Together,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,Spain,29298.0,63.0,11,3,0,Low Value,29298.0,No Response,55-64,Store,2,Two or More Children,0.3333333333333333,33.33333333333333,0.2,31-60 Days,Non-Responder
6912,1967,PhD,Married,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,Spain,63246.0,47.0,772,21,0,Medium Value,63246.0,No Response,45-54,Store,2,Two or More Children,0.047619047619047616,4.761904761904762,1.5,31-60 Days,Non-Responder
5967,1952,Graduation,Together,1,1,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,Germany,33402.0,62.0,70,6,0,Low Value,33402.0,No Response,55-64,Store,2,Two or More Children,0.5,50.0,0.25,31-60 Days,Non-Responder
2109,1990,Graduation,Single,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,1,0,Spain,96843.0,24.0,1544,27,1,High Value,96843.0,Low Engagement,Under 25,Catalog,0,No Children,0.037037037037037035,3.7037037037037033,3.0,31-60 Days,Responder
6292,1986,PhD,Married,0,0,2013-03-30,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,1,0,Germany,82333.0,28.0,1822,17,1,High Value,82333.0,Low Engagement,25-34,Store,0,No Children,0.058823529411764705,5.88235294117647,2.0,31-60 Days,Responder
8537,1949,Graduation,Widow,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,1,0,Spain,72643.0,65.0,1429,20,1,High Value,72643.0,Low Engagement,65+,Catalog,0,No Children,0.05,5.0,1.5,31-60 Days,Responder
9576,1982,PhD,Together,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,Spain,32313.0,32.0,159,8,0,Medium Value,32313.0,No Response,25-34,Web,1,One Child,0.375,37.5,0.4444444444444444,31-60 Days,Non-Responder
5935,1956,Master,Single,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,India,55284.0,58.0,764,20,0,Medium Value,55284.0,No Response,55-64,Store,1,One Child,0.15,15.0,1.4,31-60 Days,Non-Responder
10264,1979,Graduation,Divorced,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,Saudi Arabia,15287.0,35.0,31,4,1,Low Value,15287.0,Low Engagement,35-44,Store,1,One Child,0.5,50.0,0.14285714285714285,31-60 Days,Responder
234,1979,Graduation,Divorced,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,Spain,15287.0,35.0,31,4,1,Low Value,15287.0,Low Engagement,35-44,Store,1,One Child,0.5,50.0,0.14285714285714285,31-60 Days,Responder
3202,1987,PhD,Married,0,0,2012-10-01,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,Saudi Arabia,51563.0,27.0,1250,18,2,High Value,51563.0,Medium Engagement,25-34,Store,0,No Children,0.05555555555555555,5.555555555555555,0.5,31-60 Days,Non-Responder
1103,1976,Master,Married,1,0,2012-09-29,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,1,0,Australia,81929.0,38.0,2053,18,2,High Value,81929.0,Medium Engagement,35-44,Store,1,One Child,0.1111111111111111,11.11111111111111,0.6666666666666666,31-60 Days,Responder
610,1953,PhD,Together,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,Australia,53593.0,61.0,480,15,0,Medium Value,53593.0,No Response,55-64,Web,2,Two or More Children,0.5333333333333333,53.333333333333336,0.875,31-60 Days,Non-Responder
4480,1973,Master,Married,0,1,2014-03-09,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,Saudi Arabia,60432.0,41.0,401,14,0,Medium Value,60432.0,No Response,35-44,Web,1,One Child,0.35714285714285715,35.714285714285715,1.1666666666666667,61-90 Days,Non-Responder
10660,1957,Master,Married,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,Spain,66726.0,57.0,438,14,1,Medium Value,66726.0,Low Engagement,55-64,Web,2,Two or More Children,0.21428571428571427,21.428571428571427,1.1428571428571428,61-90 Days,Non-Responder
9353,1959,Graduation,Single,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,India,62450.0,55.0,995,14,1,High Value,62450.0,Low Engagement,55-64,Web,1,One Child,0.14285714285714285,14.285714285714285,1.6666666666666667,61-90 Days,Non-Responder
4120,1975,2n Cycle,Single,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,India,49514.0,39.0,369,11,0,Medium Value,49514.0,No Response,35-44,Web,1,One Child,0.18181818181818182,18.181818181818183,0.8571428571428571,61-90 Days,Non-Responder
2836,1972,PhD,Married,1,0,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Germany,43269.0,42.0,19,3,0,Low Value,43269.0,No Response,35-44,Store,1,One Child,0.3333333333333333,33.33333333333333,0.125,61-90 Days,Non-Responder
9579,1959,PhD,Married,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,Canada,33762.0,55.0,106,6,0,Low Value,33762.0,No Response,55-64,Web,3,Two or More Children,0.5,50.0,0.25,61-90 Days,Non-Responder
5841,1966,Graduation,Together,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,Spain,60894.0,48.0,832,21,0,High Value,60894.0,No Response,45-54,Web,1,One Child,0.23809523809523808,23.809523809523807,1.4285714285714286,61-90 Days,Non-Responder
3174,1959,Graduation,Together,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,Spain,87771.0,55.0,1957,19,4,High Value,87771.0,High Engagement,55-64,Catalog,1,One Child,0.05263157894736842,5.263157894736842,0.8333333333333334,61-90 Days,Responder
5536,1959,Graduation,Together,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,Canada,87771.0,55.0,1957,19,4,High Value,87771.0,High Engagement,55-64,Catalog,1,One Child,0.05263157894736842,5.263157894736842,0.8333333333333334,61-90 Days,Responder
2061,1955,Graduation,Married,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,Spain,50737.0,59.0,99,6,1,Low Value,50737.0,Low Engagement,55-64,Store,1,One Child,0.16666666666666666,16.666666666666664,0.3333333333333333,61-90 Days,Non-Responder
8477,1956,Graduation,Divorced,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,Spain,26150.0,58.0,28,4,0,Low Value,26150.0,No Response,55-64,Store,3,Two or More Children,0.25,25.0,0.14285714285714285,61-90 Days,Non-Responder
640,1951,Graduation,Married,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,Spain,57304.0,63.0,1026,23,0,High Value,57304.0,No Response,55-64,Store,1,One Child,0.08695652173913043,8.695652173913043,1.4,61-90 Days,Non-Responder
3828,1951,Graduation,Married,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,Spain,71107.0,63.0,1327,26,0,High Value,71107.0,No Response,55-64,Store,1,One Child,0.07692307692307693,7.6923076923076925,1.75,61-90 Days,Non-Responder
4093,1975,Master,Together,1,1,2013-02-11,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,Canada,53253.0,39.0,436,12,0,Medium Value,53253.0,No Response,35-44,Store,2,Two or More Children,0.5833333333333334,58.333333333333336,0.8,61-90 Days,Non-Responder
8624,1958,Graduation,Married,0,0,2013-02-06,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,Saudi Arabia,81320.0,56.0,928,17,0,High Value,81320.0,No Response,55-64,Store,0,No Children,0.058823529411764705,5.88235294117647,2.0,61-90 Days,Non-Responder
2802,1992,2n Cycle,Married,0,0,2012-12-15,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,Australia,87000.0,22.0,961,17,0,High Value,87000.0,No Response,Under 25,Store,0,No Children,0.058823529411764705,5.88235294117647,2.0,61-90 Days,Non-Responder
368,1974,Graduation,Married,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,India,40049.0,40.0,290,11,0,Medium Value,40049.0,No Response,35-44,Store,1,One Child,0.2727272727272727,27.27272727272727,0.6,61-90 Days,Non-Responder
3599,1970,Graduation,Married,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,Spain,63684.0,44.0,1464,20,0,High Value,63684.0,No Response,35-44,Web,1,One Child,0.15,15.0,1.6,61-90 Days,Non-Responder
3389,1970,Graduation,Married,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,Spain,69016.0,44.0,1533,30,0,High Value,69016.0,No Response,35-44,Store,1,One Child,0.13333333333333333,13.333333333333334,1.6,61-90 Days,Non-Responder
10710,1979,Graduation,Married,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,Spain,7500.0,35.0,18,3,0,Low Value,7500.0,No Response,35-44,Store,1,One Child,0.3333333333333333,33.33333333333333,0.125,61-90 Days,Non-Responder
7118,1957,Graduation,Married,0,1,2012-08-01,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,1,0,Canada,73803.0,57.0,1528,20,1,High Value,73803.0,Low Engagement,55-64,Web,1,One Child,0.1,10.0,1.5,61-90 Days,Responder
4937,1973,2n Cycle,Married,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,Spain,46094.0,41.0,44,4,0,Low Value,46094.0,No Response,35-44,Store,2,Two or More Children,0.25,25.0,0.14285714285714285,61-90 Days,Non-Responder
1127,1973,PhD,Married,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,Spain,85844.0,41.0,1958,19,1,High Value,85844.0,Low Engagement,35-44,Store,0,No Children,0.05263157894736842,5.263157894736842,3.0,61-90 Days,Non-Responder
833,1955,Master,Married,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,Spain,38452.0,59.0,72,6,0,Low Value,38452.0,No Response,55-64,Web,2,Two or More Children,0.5,50.0,0.42857142857142855,61-90 Days,Non-Responder
3565,1955,Master,Married,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,Spain,38452.0,59.0,72,6,0,Low Value,38452.0,No Response,55-64,Web,2,Two or More Children,0.5,50.0,0.42857142857142855,61-90 Days,Non-Responder
6086,1955,Graduation,Married,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,Australia,80395.0,59.0,1380,23,1,High Value,80395.0,Low Engagement,55-64,Store,0,No Children,0.043478260869565216,4.3478260869565215,3.0,61-90 Days,Non-Responder
1763,1988,Graduation,Together,0,0,2013-07-27,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,1,0,Canada,87679.0,26.0,2524,28,3,High Value,87679.0,High Engagement,25-34,Catalog,0,No Children,0.03571428571428571,3.571428571428571,1.75,61-90 Days,Responder
4697,1949,Master,Divorced,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,Saudi Arabia,35416.0,65.0,390,13,0,Medium Value,35416.0,No Response,65+,Web,0,No Children,0.23076923076923078,23.076923076923077,0.875,61-90 Days,Non-Responder
182,1946,PhD,Together,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,Spain,44124.0,68.0,397,13,0,Medium Value,44124.0,No Response,65+,Web,1,One Child,0.3076923076923077,30.76923076923077,0.75,61-90 Days,Non-Responder
1165,1958,PhD,Single,1,1,2013-05-02,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,Saudi Arabia,50729.0,56.0,496,15,0,Medium Value,50729.0,No Response,55-64,Store,2,Two or More Children,0.6,60.0,1.0,61-90 Days,Non-Responder
5386,1953,Graduation,Together,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,0,Saudi Arabia,94384.0,61.0,2302,18,3,High Value,94384.0,High Engagement,55-64,Catalog,0,No Children,0.0,0.0,2.5,61-90 Days,Responder
6024,1953,Graduation,Together,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,0,Spain,94384.0,61.0,2302,18,3,High Value,94384.0,High Engagement,55-64,Catalog,0,No Children,0.0,0.0,2.5,61-90 Days,Responder
2678,1990,Graduation,Single,1,0,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,Australia,34412.0,24.0,209,8,0,Medium Value,34412.0,No Response,Under 25,Web,1,One Child,0.375,37.5,0.5555555555555556,61-90 Days,Non-Responder
5790,1985,Graduation,Married,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,Spain,31158.0,29.0,72,5,0,Low Value,31158.0,No Response,25-34,Store,1,One Child,0.4,40.0,0.25,61-90 Days,Non-Responder
236,1951,Graduation,Married,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,Canada,34838.0,63.0,170,7,0,Medium Value,34838.0,No Response,55-64,Store,2,Two or More Children,0.42857142857142855,42.857142857142854,0.3333333333333333,61-90 Days,Non-Responder
6001,1979,Graduation,Married,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,Spain,56775.0,35.0,937,23,0,High Value,56775.0,No Response,35-44,Store,1,One Child,0.08695652173913043,8.695652173913043,1.0,61-90 Days,Non-Responder
6250,1949,PhD,Widow,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,1,0,Spain,54356.0,65.0,775,21,0,Medium Value,54356.0,No Response,65+,Web,1,One Child,0.14285714285714285,14.285714285714285,1.375,61-90 Days,Responder
1168,1978,PhD,Married,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,Spain,72159.0,36.0,1401,20,0,High Value,72159.0,No Response,35-44,Store,0,No Children,0.05,5.0,2.0,61-90 Days,Non-Responder
10749,1991,Graduation,Single,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,Spain,8028.0,23.0,178,1,0,Medium Value,8028.0,No Response,Under 25,Catalog,0,No Children,15.0,1500.0,0.0,61-90 Days,Non-Responder
2926,1952,Master,Together,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,Saudi Arabia,55951.0,62.0,1374,20,2,High Value,55951.0,Medium Engagement,55-64,Store,1,One Child,0.15,15.0,0.375,61-90 Days,Non-Responder
716,1949,PhD,Together,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,Spain,67911.0,65.0,976,24,0,High Value,67911.0,No Response,65+,Store,1,One Child,0.125,12.5,2.0,61-90 Days,Non-Responder
6544,1949,PhD,Together,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,Germany,67911.0,65.0,976,24,0,High Value,67911.0,No Response,65+,Store,1,One Child,0.125,12.5,2.0,61-90 Days,Non-Responder
4298,1973,PhD,Together,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain,20427.0,41.0,10,3,0,Low Value,20427.0,No Response,35-44,Store,1,One Child,0.3333333333333333,33.33333333333333,0.125,61-90 Days,Non-Responder
5823,1970,PhD,Single,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,India,32303.0,44.0,39,5,0,Low Value,32303.0,No Response,35-44,Store,1,One Child,0.4,40.0,0.2,61-90 Days,Non-Responder
8375,1968,PhD,Married,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,Australia,55954.0,46.0,518,16,0,Medium Value,55954.0,No Response,45-54,Web,1,One Child,0.1875,18.75,1.1428571428571428,61-90 Days,Non-Responder
